TRINITY_DN0_c0_g1	AT5G58270.1
TRINITY_DN1082_c0_g2	AT1G53430.1
TRINITY_DN10822_c0_g2	AT2G22260.5
TRINITY_DN10823_c0_g1	AT4G14240.1
TRINITY_DN10824_c0_g1	AT5G61330.3
TRINITY_DN10824_c1_g1	AT5G19500.1
TRINITY_DN10826_c0_g2	AT5G14250.1
TRINITY_DN10828_c0_g1	AT1G56440.2
TRINITY_DN10829_c0_g1	AT2G27040.2
TRINITY_DN1083_c0_g1	AT3G61460.1
TRINITY_DN10832_c0_g4	AT1G79870.1
TRINITY_DN10834_c0_g1	ATMG00300.1
TRINITY_DN10835_c0_g1	AT3G12930.1
TRINITY_DN10839_c0_g1	AT5G65560.3
TRINITY_DN1084_c0_g1	AT5G60200.1
TRINITY_DN10844_c0_g1	AT2G07680.6
TRINITY_DN10846_c0_g1	AT1G02410.3
TRINITY_DN10848_c0_g1	AT3G45100.3
TRINITY_DN1085_c0_g1	AT1G47330.1
TRINITY_DN10851_c0_g1	AT1G76830.1
TRINITY_DN10855_c0_g1	AT1G79850.1
TRINITY_DN10856_c2_g1	AT1G68570.2
TRINITY_DN10859_c0_g1	AT5G27060.3
TRINITY_DN1086_c0_g1	AT3G27000.1
TRINITY_DN10860_c0_g1	AT2G38580.3
TRINITY_DN10863_c0_g1	AT5G35360.1
TRINITY_DN10865_c0_g1	AT2G31880.1
TRINITY_DN10867_c0_g1	AT1G68580.4
TRINITY_DN10868_c0_g1	AT1G30890.2
TRINITY_DN1087_c0_g1	AT2G47210.3
TRINITY_DN10871_c0_g1	ATMG00810.1
TRINITY_DN10872_c0_g2	AT3G23255.2
TRINITY_DN10874_c0_g1	AT5G18280.1
TRINITY_DN1088_c0_g1	AT4G03030.1
TRINITY_DN10880_c0_g1	AT4G17616.1
TRINITY_DN10883_c1_g2	AT1G55320.1
TRINITY_DN10885_c0_g2	AT2G20680.1
TRINITY_DN10886_c0_g1	AT5G66440.1
TRINITY_DN10887_c0_g1	AT4G35540.1
TRINITY_DN10888_c0_g1	AT5G48240.1
TRINITY_DN1089_c0_g1	AT4G34110.1
TRINITY_DN10890_c0_g1	AT1G76405.2
TRINITY_DN10897_c0_g1	AT3G04800.1
TRINITY_DN10898_c0_g2	AT4G34090.1
TRINITY_DN109_c0_g1	AT5G44785.1
TRINITY_DN1090_c0_g1	AT3G01170.1
TRINITY_DN10901_c0_g2	AT1G07960.4
TRINITY_DN10904_c0_g1	AT1G49850.1
TRINITY_DN10906_c1_g1	AT3G20150.1
TRINITY_DN10907_c0_g2	AT4G33000.2
TRINITY_DN10908_c0_g1	AT1G12460.1
TRINITY_DN1091_c0_g1	AT2G46230.1
TRINITY_DN10913_c0_g1	AT4G03230.5
TRINITY_DN10914_c0_g3	AT5G19530.2
TRINITY_DN10915_c0_g2	AT1G74860.1
TRINITY_DN10916_c0_g1	AT5G61540.3
TRINITY_DN10918_c0_g2	AT2G01050.1
TRINITY_DN10919_c0_g1	AT4G14180.1
TRINITY_DN10921_c0_g1	AT1G17720.2
TRINITY_DN10922_c0_g1	AT1G78910.1
TRINITY_DN10924_c0_g1	AT2G44640.1
TRINITY_DN10926_c0_g1	AT5G59750.2
TRINITY_DN1093_c0_g1	AT3G05270.3
TRINITY_DN10931_c0_g1	AT3G57990.1
TRINITY_DN10932_c0_g1	AT2G26200.1
TRINITY_DN10933_c0_g1	AT1G14520.4
TRINITY_DN10935_c1_g1	AT3G51140.2
TRINITY_DN10936_c0_g1	AT3G04820.1
TRINITY_DN1094_c0_g1	AT4G36830.1
TRINITY_DN10941_c0_g1	AT1G52565.1
TRINITY_DN10942_c0_g1	AT3G18850.4
TRINITY_DN10945_c0_g2	AT2G16050.1
TRINITY_DN10948_c3_g1	AT5G53560.1
TRINITY_DN1095_c0_g1	AT1G55110.3
TRINITY_DN1095_c1_g1	AT1G03840.1
TRINITY_DN10950_c0_g1	AT5G67570.1
TRINITY_DN10952_c0_g2	AT2G34070.1
TRINITY_DN10954_c0_g2	AT5G56450.1
TRINITY_DN10955_c0_g1	AT5G05300.1
TRINITY_DN10956_c0_g2	AT4G01410.1
TRINITY_DN10958_c0_g1	AT5G26240.1
TRINITY_DN1096_c0_g1	AT4G31170.9
TRINITY_DN1096_c0_g2	AT3G53900.2
TRINITY_DN10961_c0_g2	AT5G09870.1
TRINITY_DN10962_c0_g1	AT5G07080.1
TRINITY_DN10966_c0_g1	AT4G38380.4
TRINITY_DN10968_c0_g1	AT5G53110.1
TRINITY_DN10969_c0_g1	AT4G34412.1
TRINITY_DN1097_c0_g1	AT1G32370.3
TRINITY_DN10970_c1_g1	AT4G21330.1
TRINITY_DN10972_c0_g1	AT1G67370.1
TRINITY_DN10974_c0_g1	AT5G63020.1
TRINITY_DN10975_c0_g2	AT3G50685.1
TRINITY_DN10977_c0_g1	AT5G04480.1
TRINITY_DN10978_c0_g1	AT5G15900.1
TRINITY_DN1098_c0_g1	AT1G65650.1
TRINITY_DN10980_c0_g1	AT1G05000.1
TRINITY_DN10981_c0_g1	AT5G62370.1
TRINITY_DN10982_c0_g1	AT1G10740.2
TRINITY_DN10983_c0_g1	AT5G33320.1
TRINITY_DN10984_c0_g1	AT3G22430.1
TRINITY_DN10985_c0_g1	AT4G29090.1
TRINITY_DN10987_c0_g1	AT4G26370.1
TRINITY_DN1099_c0_g1	AT2G24970.1
TRINITY_DN10990_c0_g1	AT3G51880.2
TRINITY_DN10993_c0_g1	AT5G46940.1
TRINITY_DN10998_c0_g1	AT2G02400.1
TRINITY_DN11_c0_g1	AT1G24650.1
TRINITY_DN110_c0_g1	AT1G02130.1
TRINITY_DN110_c0_g2	AT1G02130.1
TRINITY_DN110_c0_g3	AT1G02130.1
TRINITY_DN110_c1_g1	AT1G78300.1
TRINITY_DN1100_c0_g1	AT5G60980.4
TRINITY_DN11005_c0_g2	AT1G08700.1
TRINITY_DN11008_c0_g1	AT2G18510.1
TRINITY_DN11013_c1_g1	AT1G32750.1
TRINITY_DN11014_c0_g1	AT1G20060.1
TRINITY_DN11016_c0_g1	AT1G15930.2
TRINITY_DN11017_c0_g1	AT3G14470.2
TRINITY_DN11017_c0_g2	AT3G14460.1
TRINITY_DN11018_c0_g1	AT5G40670.1
TRINITY_DN11018_c1_g1	AT5G07990.1
TRINITY_DN1102_c0_g1	AT5G17420.1
TRINITY_DN11021_c0_g1	AT4G09720.1
TRINITY_DN11023_c0_g1	AT2G19940.2
TRINITY_DN11029_c0_g1	AT5G05130.1
TRINITY_DN1103_c0_g1	AT1G54740.1
TRINITY_DN11030_c0_g1	AT2G15980.1
TRINITY_DN11031_c0_g1	AT1G10210.3
TRINITY_DN11033_c0_g1	AT1G79590.2
TRINITY_DN11035_c0_g1	AT3G29270.2
TRINITY_DN11037_c0_g1	AT3G15518.1
TRINITY_DN11038_c0_g2	AT1G67550.1
TRINITY_DN11039_c0_g1	AT3G11940.2
TRINITY_DN11043_c0_g2	AT1G76060.1
TRINITY_DN11047_c0_g1	AT1G40087.1
TRINITY_DN11048_c0_g1	AT3G14010.5
TRINITY_DN11049_c0_g1	AT3G07790.1
TRINITY_DN1105_c0_g1	AT5G62440.1
TRINITY_DN11051_c0_g1	AT2G21230.4
TRINITY_DN11055_c0_g1	AT1G11390.1
TRINITY_DN11057_c0_g3	AT4G39830.4
TRINITY_DN11058_c0_g2	AT3G52970.1
TRINITY_DN1106_c0_g1	AT5G08750.9
TRINITY_DN11062_c0_g1	AT5G02620.4
TRINITY_DN11064_c0_g1	AT5G51660.1
TRINITY_DN11065_c0_g1	AT1G06710.9
TRINITY_DN11069_c0_g1	AT4G17740.2
TRINITY_DN1107_c0_g1	AT1G76140.1
TRINITY_DN11074_c0_g2	AT2G37680.1
TRINITY_DN11076_c0_g1	AT5G07990.1
TRINITY_DN11077_c0_g1	AT3G47350.3
TRINITY_DN11079_c0_g1	AT3G16520.3
TRINITY_DN1108_c0_g1	AT4G38130.1
TRINITY_DN11081_c0_g1	AT5G47830.1
TRINITY_DN11082_c0_g1	AT5G61230.1
TRINITY_DN11087_c0_g2	AT3G16830.1
TRINITY_DN11089_c0_g1	AT4G33050.3
TRINITY_DN1109_c0_g1	AT1G42540.4
TRINITY_DN1109_c0_g2	AT1G42540.4
TRINITY_DN1109_c1_g1	AT2G17260.1
TRINITY_DN11093_c0_g1	AT4G35310.2
TRINITY_DN11094_c0_g1	AT5G57685.1
TRINITY_DN11097_c0_g1	AT2G42390.1
TRINITY_DN111_c0_g1	AT5G37680.1
TRINITY_DN111_c0_g4	AT3G49870.2
TRINITY_DN1110_c0_g1	AT3G20280.4
TRINITY_DN11101_c0_g1	AT1G20230.1
TRINITY_DN11102_c0_g1	AT5G46230.1
TRINITY_DN11102_c1_g1	AT2G26560.1
TRINITY_DN11103_c0_g1	AT4G28010.1
TRINITY_DN11107_c1_g1	AT5G15170.1
TRINITY_DN1111_c0_g1	AT2G36660.1
TRINITY_DN11110_c0_g1	AT5G20260.2
TRINITY_DN11111_c0_g3	AT3G06240.1
TRINITY_DN11113_c0_g1	AT3G53520.1
TRINITY_DN11114_c0_g1	AT3G26120.1
TRINITY_DN11115_c0_g1	AT4G36680.1
TRINITY_DN11115_c0_g2	AT4G36680.1
TRINITY_DN11116_c2_g2	AT1G72250.3
TRINITY_DN1112_c0_g1	AT4G19490.2
TRINITY_DN11121_c0_g1	AT1G76560.1
TRINITY_DN11122_c0_g1	AT4G19670.7
TRINITY_DN11123_c0_g1	AT5G20250.4
TRINITY_DN11124_c0_g1	AT1G79790.1
TRINITY_DN11126_c4_g1	AT2G04660.1
TRINITY_DN1113_c0_g1	AT2G27110.2
TRINITY_DN11132_c0_g1	AT2G21120.1
TRINITY_DN11134_c0_g1	AT1G15125.1
TRINITY_DN11136_c0_g1	AT3G55830.1
TRINITY_DN11138_c0_g2	AT5G56420.3
TRINITY_DN1114_c0_g1	AT3G24740.6
TRINITY_DN11144_c0_g1	AT3G62860.1
TRINITY_DN11146_c0_g1	AT5G50410.1
TRINITY_DN11149_c0_g2	AT3G13310.1
TRINITY_DN1115_c0_g1	AT1G08420.1
TRINITY_DN11155_c0_g1	AT3G13800.4
TRINITY_DN11157_c0_g1	AT3G23880.1
TRINITY_DN11159_c1_g1	AT5G05140.1
TRINITY_DN1116_c0_g1	AT5G04600.1
TRINITY_DN11160_c0_g1	AT1G28280.2
TRINITY_DN11161_c0_g1	AT3G15354.5
TRINITY_DN11165_c0_g1	AT4G34730.3
TRINITY_DN11167_c0_g2	AT3G43110.1
TRINITY_DN11169_c0_g1	AT1G78300.1
TRINITY_DN11169_c1_g1	AT5G08305.1
TRINITY_DN1117_c0_g1	AT1G14850.1
TRINITY_DN1117_c0_g2	AT1G14850.1
TRINITY_DN11170_c0_g2	AT3G50500.1
TRINITY_DN11174_c0_g1	AT2G38650.2
TRINITY_DN1118_c0_g1	AT2G02360.1
TRINITY_DN11180_c0_g1	AT4G26790.2
TRINITY_DN11184_c0_g1	AT1G78610.1
TRINITY_DN11186_c0_g2	AT4G11160.2
TRINITY_DN11187_c0_g1	AT2G25800.1
TRINITY_DN11188_c0_g2	AT3G14880.2
TRINITY_DN11189_c0_g1	AT5G42570.1
TRINITY_DN1119_c0_g1	AT2G25490.1
TRINITY_DN11190_c0_g1	AT2G04570.1
TRINITY_DN11192_c0_g1	AT5G67090.1
TRINITY_DN11196_c0_g1	AT5G49660.1
TRINITY_DN11197_c0_g1	AT3G43920.4
TRINITY_DN112_c0_g1	AT3G11510.1
TRINITY_DN1120_c0_g1	AT3G07210.1
TRINITY_DN11201_c0_g1	AT1G07590.1
TRINITY_DN11203_c0_g1	AT2G29990.1
TRINITY_DN11204_c0_g1	AT1G16710.8
TRINITY_DN11205_c1_g1	AT1G50380.2
TRINITY_DN11206_c0_g1	AT3G48730.1
TRINITY_DN11206_c0_g2	AT2G26910.1
TRINITY_DN11206_c1_g1	AT2G39920.2
TRINITY_DN1121_c0_g1	AT3G26000.1
TRINITY_DN11210_c0_g1	AT2G24960.2
TRINITY_DN11212_c0_g1	AT2G11810.1
TRINITY_DN11217_c0_g1	AT1G33290.1
TRINITY_DN11219_c1_g1	AT5G42480.1
TRINITY_DN1122_c0_g1	AT1G80130.1
TRINITY_DN11221_c0_g1	AT1G65295.1
TRINITY_DN11226_c0_g1	AT4G12740.2
TRINITY_DN11227_c0_g1	AT1G60500.1
TRINITY_DN11227_c0_g2	AT1G60500.1
TRINITY_DN11227_c1_g1	AT1G60500.1
TRINITY_DN11227_c1_g2	AT1G60500.1
TRINITY_DN11227_c1_g5	AT1G60530.1
TRINITY_DN11228_c0_g2	AT2G31890.1
TRINITY_DN1123_c0_g1	AT4G16070.1
TRINITY_DN11230_c0_g1	AT2G47770.1
TRINITY_DN11231_c0_g2	AT4G34660.2
TRINITY_DN11234_c0_g1	AT5G56250.2
TRINITY_DN11236_c0_g1	AT2G04520.1
TRINITY_DN11237_c0_g1	AT2G02760.4
TRINITY_DN11238_c0_g1	AT1G06740.1
TRINITY_DN1124_c0_g1	AT2G41430.5
TRINITY_DN11245_c0_g1	AT5G03110.1
TRINITY_DN11245_c1_g1	AT4G06536.1
TRINITY_DN11246_c1_g1	AT1G13580.3
TRINITY_DN1125_c0_g1	AT3G48170.1
TRINITY_DN11251_c0_g1	AT4G25180.1
TRINITY_DN11254_c0_g1	AT1G27180.3
TRINITY_DN11255_c0_g1	AT4G24210.1
TRINITY_DN11256_c0_g1	AT5G64180.2
TRINITY_DN11259_c0_g2	AT5G19440.1
TRINITY_DN1126_c0_g1	AT4G14210.3
TRINITY_DN11260_c0_g1	AT2G46020.6
TRINITY_DN11261_c0_g1	AT5G65700.2
TRINITY_DN11262_c0_g1	AT1G75820.1
TRINITY_DN11265_c0_g1	AT4G33920.1
TRINITY_DN11266_c0_g1	AT1G21651.1
TRINITY_DN11268_c0_g1	AT1G20160.3
TRINITY_DN1127_c0_g1	AT5G62810.1
TRINITY_DN11270_c0_g1	AT3G11460.1
TRINITY_DN11270_c0_g4	AT3G49142.1
TRINITY_DN11271_c0_g1	AT5G03370.1
TRINITY_DN11271_c0_g2	AT1G13340.1
TRINITY_DN11277_c0_g1	AT4G19003.6
TRINITY_DN11280_c0_g1	AT1G60550.1
TRINITY_DN11281_c0_g1	AT4G27410.2
TRINITY_DN11282_c0_g1	AT3G50950.2
TRINITY_DN11283_c0_g1	AT1G56580.1
TRINITY_DN11286_c0_g2	AT5G08305.1
TRINITY_DN11287_c0_g1	AT4G11260.1
TRINITY_DN11288_c0_g1	AT5G50200.3
TRINITY_DN1129_c0_g1	AT4G34830.1
TRINITY_DN11290_c0_g1	AT5G60250.1
TRINITY_DN11299_c0_g1	AT5G04800.4
TRINITY_DN1130_c1_g1	AT2G45140.1
TRINITY_DN11301_c0_g1	AT5G60920.1
TRINITY_DN11304_c0_g1	AT5G20280.1
TRINITY_DN11305_c0_g1	AT3G08510.2
TRINITY_DN11306_c0_g1	AT4G11640.1
TRINITY_DN1131_c0_g1	AT2G01190.1
TRINITY_DN1131_c1_g1	AT2G03070.1
TRINITY_DN11310_c0_g1	AT4G08550.2
TRINITY_DN11310_c0_g2	AT2G02360.1
TRINITY_DN11314_c0_g1	AT3G43660.1
TRINITY_DN11316_c0_g2	AT2G05210.3
TRINITY_DN11318_c0_g1	AT3G28700.1
TRINITY_DN11319_c0_g1	AT5G04430.2
TRINITY_DN1132_c0_g1	AT1G74450.1
TRINITY_DN11320_c0_g2	AT4G27960.1
TRINITY_DN11327_c0_g1	AT4G14970.3
TRINITY_DN11328_c1_g1	AT3G53400.1
TRINITY_DN1133_c0_g1	AT1G17760.1
TRINITY_DN1133_c1_g1	AT1G61340.2
TRINITY_DN11331_c0_g1	AT5G08340.1
TRINITY_DN11332_c0_g1	AT3G48280.1
TRINITY_DN11335_c0_g1	AT5G24314.2
TRINITY_DN11336_c0_g1	AT1G04200.2
TRINITY_DN11337_c0_g2	AT4G30230.1
TRINITY_DN11338_c1_g2	AT5G61340.1
TRINITY_DN1134_c0_g2	AT2G20690.1
TRINITY_DN11343_c0_g1	AT1G32690.1
TRINITY_DN1135_c0_g1	AT5G39040.1
TRINITY_DN11357_c0_g1	AT3G54300.3
TRINITY_DN11359_c0_g1	AT3G57000.1
TRINITY_DN1136_c0_g1	AT4G22540.5
TRINITY_DN11361_c0_g1	AT5G60200.1
TRINITY_DN11368_c0_g1	AT1G08800.4
TRINITY_DN11369_c0_g1	AT3G48250.1
TRINITY_DN1137_c0_g1	AT5G44080.1
TRINITY_DN11370_c0_g1	AT5G57990.1
TRINITY_DN11372_c0_g1	AT1G77280.2
TRINITY_DN11373_c0_g1	AT1G65710.1
TRINITY_DN11378_c0_g1	AT4G11260.1
TRINITY_DN1138_c0_g1	AT2G44270.1
TRINITY_DN1138_c4_g1	AT2G02520.1
TRINITY_DN11380_c0_g1	AT3G42860.1
TRINITY_DN11385_c0_g1	AT4G00955.1
TRINITY_DN11388_c0_g1	AT2G45250.1
TRINITY_DN1139_c0_g1	AT2G01260.1
TRINITY_DN11397_c0_g1	AT3G50370.2
TRINITY_DN114_c0_g1	AT1G17720.2
TRINITY_DN1140_c0_g1	AT1G15690.1
TRINITY_DN11401_c1_g1	AT3G53810.1
TRINITY_DN11404_c0_g1	AT4G02340.1
TRINITY_DN11405_c0_g1	AT5G38200.2
TRINITY_DN11407_c0_g1	AT4G03500.3
TRINITY_DN1141_c0_g2	AT2G20450.1
TRINITY_DN11412_c0_g1	AT4G00990.1
TRINITY_DN11413_c0_g1	AT1G26940.1
TRINITY_DN11415_c0_g1	AT1G63150.2
TRINITY_DN11415_c0_g2	AT1G12775.1
TRINITY_DN11415_c2_g1	AT1G62930.1
TRINITY_DN11416_c0_g3	AT2G28830.1
TRINITY_DN11418_c0_g1	AT2G40320.1
TRINITY_DN11419_c0_g1	AT2G28680.1
TRINITY_DN11419_c1_g1	AT4G29540.3
TRINITY_DN1142_c0_g2	AT1G21280.1
TRINITY_DN11425_c0_g1	AT1G31840.1
TRINITY_DN11426_c0_g1	AT2G47940.1
TRINITY_DN11428_c0_g1	AT1G12790.1
TRINITY_DN11429_c0_g1	AT5G09760.1
TRINITY_DN1143_c0_g1	AT1G04910.1
TRINITY_DN11430_c0_g1	AT3G10985.1
TRINITY_DN11431_c0_g1	AT5G63860.1
TRINITY_DN11431_c0_g2	AT1G47670.1
TRINITY_DN11435_c0_g1	AT2G41945.1
TRINITY_DN11436_c0_g1	AT5G41330.2
TRINITY_DN11438_c0_g1	AT5G11030.6
TRINITY_DN11439_c0_g1	AT5G25840.1
TRINITY_DN1144_c0_g1	AT2G15560.1
TRINITY_DN11442_c0_g1	AT1G17450.3
TRINITY_DN11443_c0_g2	AT1G56580.1
TRINITY_DN11444_c0_g1	AT1G48410.1
TRINITY_DN11445_c0_g1	AT3G17611.1
TRINITY_DN11446_c0_g1	AT4G25960.1
TRINITY_DN11447_c0_g2	AT5G59980.1
TRINITY_DN11449_c0_g1	AT5G48130.1
TRINITY_DN1145_c0_g1	AT1G73100.1
TRINITY_DN11454_c0_g1	AT3G13730.2
TRINITY_DN11458_c0_g1	AT4G38960.6
TRINITY_DN1146_c0_g1	AT2G31670.1
TRINITY_DN11464_c0_g1	AT1G48410.1
TRINITY_DN11464_c0_g2	AT1G48410.1
TRINITY_DN11465_c0_g2	AT3G09740.1
TRINITY_DN11468_c0_g1	AT2G34190.1
TRINITY_DN11469_c0_g1	AT3G02780.1
TRINITY_DN11469_c1_g2	AT1G51130.1
TRINITY_DN11469_c2_g3	ATMG00860.1
TRINITY_DN1147_c0_g1	AT5G51190.1
TRINITY_DN11470_c0_g1	AT3G49430.7
TRINITY_DN11478_c0_g1	AT3G01480.1
TRINITY_DN1148_c0_g1	AT1G73710.1
TRINITY_DN11480_c0_g1	AT5G15770.1
TRINITY_DN11481_c0_g1	AT4G28020.3
TRINITY_DN11482_c0_g1	AT3G46740.1
TRINITY_DN11483_c0_g1	AT5G12240.2
TRINITY_DN11484_c0_g2	AT5G22280.1
TRINITY_DN11486_c0_g1	AT1G16840.4
TRINITY_DN1149_c0_g1	AT2G20580.1
TRINITY_DN1149_c0_g2	AT5G59210.1
TRINITY_DN1149_c0_g3	AT3G09120.1
TRINITY_DN11492_c0_g1	AT5G46795.1
TRINITY_DN11493_c0_g1	AT4G06599.1
TRINITY_DN11494_c0_g1	AT5G07630.1
TRINITY_DN11498_c0_g1	AT1G22920.1
TRINITY_DN115_c0_g1	AT5G19010.1
TRINITY_DN1150_c0_g1	AT1G50030.1
TRINITY_DN11503_c0_g1	AT3G28730.1
TRINITY_DN11504_c0_g1	AT3G20150.1
TRINITY_DN1151_c0_g1	AT4G14360.2
TRINITY_DN11510_c0_g1	AT1G24140.1
TRINITY_DN11513_c0_g1	AT1G54050.2
TRINITY_DN11515_c0_g1	AT1G63810.2
TRINITY_DN11516_c0_g1	AT5G27460.1
TRINITY_DN11516_c0_g2	AT5G09450.1
TRINITY_DN1152_c0_g1	AT3G18165.1
TRINITY_DN11522_c0_g1	AT4G29120.1
TRINITY_DN11524_c0_g2	AT1G11910.1
TRINITY_DN11525_c0_g1	AT5G25940.1
TRINITY_DN11525_c0_g2	AT3G28345.1
TRINITY_DN11527_c0_g1	AT5G63160.2
TRINITY_DN11528_c0_g1	AT4G04720.2
TRINITY_DN11529_c0_g2	AT3G22840.1
TRINITY_DN1153_c0_g1	AT5G37510.2
TRINITY_DN11530_c0_g1	AT1G64760.2
TRINITY_DN11532_c0_g1	AT3G58170.1
TRINITY_DN11534_c0_g1	AT4G38020.1
TRINITY_DN11535_c0_g1	AT3G08505.3
TRINITY_DN11536_c0_g1	AT3G04380.2
TRINITY_DN11537_c0_g2	AT3G50950.2
TRINITY_DN11538_c0_g1	AT1G19020.1
TRINITY_DN11539_c0_g1	AT1G30290.1
TRINITY_DN1154_c0_g1	AT1G03310.2
TRINITY_DN11541_c0_g1	AT2G34680.1
TRINITY_DN1155_c0_g1	AT5G51430.1
TRINITY_DN11552_c0_g1	AT3G48250.1
TRINITY_DN11553_c0_g1	AT1G32810.2
TRINITY_DN11556_c0_g1	AT1G63160.1
TRINITY_DN1156_c0_g1	AT1G63130.2
TRINITY_DN1156_c1_g1	AT2G05830.1
TRINITY_DN11562_c0_g2	ATMG01250.1
TRINITY_DN11563_c0_g1	AT4G10140.1
TRINITY_DN11564_c0_g1	AT5G09960.1
TRINITY_DN11566_c0_g1	AT4G15630.1
TRINITY_DN11567_c0_g1	AT5G43310.4
TRINITY_DN1157_c0_g1	AT1G78420.2
TRINITY_DN11572_c0_g1	AT3G61130.1
TRINITY_DN11574_c0_g1	AT3G54840.1
TRINITY_DN11576_c0_g1	AT1G08260.1
TRINITY_DN11577_c1_g1	AT4G12490.1
TRINITY_DN11578_c0_g1	AT1G02420.1
TRINITY_DN11579_c0_g1	AT3G08640.1
TRINITY_DN1158_c0_g1	AT3G20050.1
TRINITY_DN11588_c0_g1	AT1G48960.1
TRINITY_DN1159_c0_g1	AT2G01905.1
TRINITY_DN11596_c0_g1	AT3G29320.1
TRINITY_DN11597_c0_g1	AT3G20930.2
TRINITY_DN11598_c0_g1	AT5G15610.2
TRINITY_DN11599_c0_g1	AT1G31790.1
TRINITY_DN116_c0_g1	AT1G06740.1
TRINITY_DN1160_c0_g1	AT5G52060.1
TRINITY_DN1160_c1_g1	AT4G24890.1
TRINITY_DN11601_c0_g1	AT3G44820.1
TRINITY_DN11602_c0_g1	AT5G35400.1
TRINITY_DN11603_c0_g2	AT3G27930.3
TRINITY_DN11604_c0_g1	AT5G41761.1
TRINITY_DN11605_c1_g2	AT5G53870.2
TRINITY_DN11607_c0_g1	AT1G80530.1
TRINITY_DN1161_c0_g1	AT2G19560.1
TRINITY_DN11614_c0_g1	AT3G47120.2
TRINITY_DN11615_c0_g1	AT5G37830.1
TRINITY_DN11619_c0_g1	AT5G40650.2
TRINITY_DN1162_c0_g1	AT4G35290.5
TRINITY_DN11620_c0_g1	AT1G12680.1
TRINITY_DN11622_c0_g1	AT1G31500.2
TRINITY_DN11632_c0_g2	AT5G27270.1
TRINITY_DN11635_c1_g1	ATMG00860.1
TRINITY_DN11635_c1_g4	ATMG00860.1
TRINITY_DN11643_c0_g1	AT2G39190.2
TRINITY_DN11644_c0_g1	AT1G11660.4
TRINITY_DN1165_c0_g1	AT5G55060.3
TRINITY_DN11652_c0_g1	AT2G46080.1
TRINITY_DN11658_c0_g1	AT5G24318.1
TRINITY_DN11662_c0_g1	AT3G14050.1
TRINITY_DN11664_c0_g1	AT5G51790.4
TRINITY_DN11666_c0_g1	AT1G11545.1
TRINITY_DN11667_c0_g1	AT1G02880.3
TRINITY_DN11668_c0_g4	AT1G67025.1
TRINITY_DN11669_c0_g2	AT5G43810.4
TRINITY_DN11671_c0_g1	AT4G12780.3
TRINITY_DN11672_c0_g1	AT3G23780.2
TRINITY_DN11673_c0_g1	AT2G04550.3
TRINITY_DN1168_c0_g1	AT1G72220.1
TRINITY_DN11684_c0_g1	AT1G74310.1
TRINITY_DN11688_c0_g1	AT5G11620.2
TRINITY_DN11689_c0_g2	AT3G54340.1
TRINITY_DN1169_c0_g1	AT3G21290.1
TRINITY_DN11690_c0_g1	AT3G47610.1
TRINITY_DN11693_c0_g1	AT5G05510.1
TRINITY_DN11695_c0_g1	AT3G59200.2
TRINITY_DN11696_c0_g1	AT1G53280.1
TRINITY_DN11697_c0_g1	AT5G13280.1
TRINITY_DN11699_c0_g1	AT4G27800.1
TRINITY_DN117_c0_g1	AT1G67210.3
TRINITY_DN117_c1_g1	AT1G13080.2
TRINITY_DN1170_c0_g1	AT5G46170.1
TRINITY_DN1171_c0_g1	AT4G27300.1
TRINITY_DN1171_c0_g2	AT4G27290.2
TRINITY_DN1171_c1_g1	AT1G11350.1
TRINITY_DN11710_c0_g1	AT5G03415.1
TRINITY_DN11711_c0_g1	AT1G02205.2
TRINITY_DN11716_c0_g2	AT2G39795.1
TRINITY_DN11720_c0_g1	AT5G13050.1
TRINITY_DN11722_c0_g1	AT5G66920.1
TRINITY_DN11725_c0_g1	AT1G15910.1
TRINITY_DN11726_c0_g1	AT1G09750.1
TRINITY_DN11727_c0_g1	AT3G18400.1
TRINITY_DN1173_c0_g1	AT1G21390.1
TRINITY_DN11730_c0_g1	AT1G20200.1
TRINITY_DN11731_c0_g1	AT4G37580.2
TRINITY_DN11732_c0_g2	AT3G15970.2
TRINITY_DN11735_c0_g1	AT4G03500.3
TRINITY_DN11736_c0_g1	AT3G13900.2
TRINITY_DN11737_c0_g1	AT2G47820.2
TRINITY_DN11738_c0_g1	AT3G10030.1
TRINITY_DN11739_c0_g2	AT3G06880.2
TRINITY_DN1174_c0_g1	AT3G17700.1
TRINITY_DN11746_c0_g1	AT1G48050.3
TRINITY_DN1175_c0_g1	AT1G64550.1
TRINITY_DN11754_c0_g1	AT2G01950.1
TRINITY_DN11755_c0_g2	AT1G09220.1
TRINITY_DN11756_c0_g1	AT2G47120.2
TRINITY_DN11758_c0_g1	AT2G38060.1
TRINITY_DN11760_c0_g1	AT4G32551.1
TRINITY_DN11760_c1_g1	AT3G02700.1
TRINITY_DN11763_c0_g1	AT5G42390.1
TRINITY_DN11768_c0_g1	AT1G33520.1
TRINITY_DN1177_c0_g1	AT2G20830.4
TRINITY_DN11771_c0_g1	AT2G45220.1
TRINITY_DN11774_c0_g1	AT5G36120.1
TRINITY_DN11775_c0_g1	AT3G10260.2
TRINITY_DN11777_c0_g2	AT1G34520.1
TRINITY_DN1178_c0_g1	AT5G23540.2
TRINITY_DN1178_c1_g1	AT1G17720.1
TRINITY_DN1178_c1_g2	AT1G51690.2
TRINITY_DN1178_c2_g1	AT5G23540.1
TRINITY_DN11781_c0_g1	AT1G32190.1
TRINITY_DN11782_c0_g1	AT3G55605.1
